"","Participant","Item","Selection","CategoryType"
"765","43","Zebra","Is not","Natural"
"766","43","Chair","Is not","Artifact"
"767","43","Argument","Is","Value"
"768","43","Raccoon","Is not","Natural"
"769","43","Razor","Is not","Artifact"
"770","43","Artist","Is","Value"
"771","43","Harpoon","Is","Artifact"
"772","43","Minister","Is","Value"
"773","43","Gold","Is not","Natural"
"774","43","Shovel","Is not","Artifact"
"775","44","Water","Is not","Natural"
"776","44","Heavy.Metal","Is","Value"
"777","44","Tiger","Both","Natural"
"778","44","Fork","Is not","Artifact"
"779","44","Scientist","Is not","Value"
"780","44","Helium","Both","Natural"
"781","44","Kettle","Is","Artifact"
"782","44","Mentor","Both","Value"
"783","44","Zebra","Is","Natural"
"784","44","Chair","Is","Artifact"
"785","44","Argument","Both","Value"
"786","44","Raccoon","Both","Natural"
"787","44","Razor","Is","Artifact"
"788","44","Artist","Both","Value"
"789","44","Harpoon","Is","Artifact"
"790","44","Minister","Is not","Value"
"791","44","Gold","Is","Natural"
"792","44","Shovel","Is","Artifact"
"793","45","Water","Both","Natural"
"794","45","Heavy.Metal","Both","Value"
"795","45","Tiger","Both","Natural"
"796","45","Fork","Both","Artifact"
"797","45","Scientist","Both","Value"
"798","45","Helium","Both","Natural"
"799","45","Kettle","Both","Artifact"
"800","45","Mentor","Both","Value"
"801","45","Zebra","Both","Natural"
"802","45","Chair","Both","Artifact"
"803","45","Argument","Both","Value"
"804","45","Raccoon","Both","Natural"
"805","45","Razor","Both","Artifact"
"806","45","Artist","Both","Value"
"807","45","Harpoon","Both","Artifact"
"808","45","Minister","Both","Value"
"809","45","Gold","Both","Natural"
"810","45","Shovel","Both","Artifact"
"811","46","Water","Is","Natural"
"812","46","Heavy.Metal","Is","Value"
"813","46","Tiger","Both","Natural"
"814","46","Fork","Both","Artifact"
"815","46","Scientist","Both","Value"
"816","46","Helium","Both","Natural"
"817","46","Kettle","Is not","Artifact"
"818","46","Mentor","Is not","Value"
"819","46","Zebra","Is","Natural"
"820","46","Chair","Is not","Artifact"
"821","46","Argument","Is","Value"
"822","46","Raccoon","Is","Natural"
"823","46","Razor","Is","Artifact"
"824","46","Artist","Both","Value"
"825","46","Harpoon","Is not","Artifact"
"826","46","Minister","Is not","Value"
"827","46","Gold","Is","Natural"
"828","46","Shovel","Is not","Artifact"
"829","47","Water","Is not","Natural"
"830","47","Heavy.Metal","Both","Value"
"831","47","Tiger","Is not","Natural"
"832","47","Fork","Both","Artifact"
"833","47","Scientist","Is not","Value"
"834","47","Helium","Is not","Natural"
"835","47","Kettle","Both","Artifact"
"836","47","Mentor","Is not","Value"
"837","47","Zebra","Is not","Natural"
"838","47","Chair","Both","Artifact"
"839","47","Argument","Is not","Value"
"840","47","Raccoon","Is not","Natural"
"841","47","Razor","Both","Artifact"
"842","47","Artist","Is not","Value"
"843","47","Harpoon","Both","Artifact"
"844","47","Minister","Is not","Value"
"845","47","Gold","Is not","Natural"
"846","47","Shovel","Both","Artifact"
